index,x,y,z,letter
0,-0.6442716049382717,0.26775925925925936,0.04415563524901284,t
1,-0.19982716049382732,0.008500000000000063,-0.004546514896038857,t
2,-0.8418024691358026,-0.22606790123456788,0.025607043641970154,a
3,-0.8911851851851853,0.008500000000000063,0.029702735736578424,a
4,-0.18748148148148158,0.280104938271605,0.0034925166833976676,t
5,-0.4961234567901236,-0.22606790123456788,0.0009680358473564305,t
6,-0.5331604938271606,0.35417901234567906,0.04611306868721993,t
7,0.8001728395061729,0.1566481481481482,0.01544747019908081,r
8,-0.4220493827160494,-0.16433950617283943,0.06717012099236724,t
9,-1.9529135802469137,0.11961111111111122,0.03074502746295712,s
10,-1.0516790123456792,-0.11495679012345672,-0.036415489755333895,a
11,-0.6072345679012348,0.3171419753086421,-0.03503145939866918,t
12,1.8865925925925926,-0.1519938271604938,-0.029255176790731183,d
13,1.627333333333333,0.11961111111111122,0.056678983894804726,d
14,0.38041975308641973,-0.04088271604938265,-0.0310784047557358,e
15,0.4051111111111112,0.16899382716049394,-0.024158173453469677,e
16,0.8248641975308639,0.20603086419753092,-0.04902959915584519,r
17,-1.6689629629629632,-0.1026111111111111,0.025420210147803098,s
18,1.7878271604938272,0.21837654320987665,-0.024164857261668136,d
19,-0.557851851851852,-0.1519938271604938,0.029534344023662836,t
20,0.2816543209876543,-0.1519938271604938,-0.045094238830919,e
21,1.0717777777777777,-0.2384135802469135,-0.018916727376836567,e
22,-1.8047654320987656,-0.16433950617283943,-0.06665379038590973,s
23,0.8619012345679011,0.18133950617283956,-0.012916119000556501,r
24,0.6520246913580245,-0.1026111111111111,-0.004216591404030155,r
25,-0.8171111111111111,-0.1519938271604938,-0.07756771232549899,a
26,1.1458518518518517,0.20603086419753092,0.0016743291572935172,e
27,0.4174567901234565,0.008500000000000063,-0.08883885994004748,e
28,-1.372666666666667,-0.20137654320987652,0.029944745496198917,c
29,-0.03933333333333344,-0.1519938271604938,-0.03600811663495098,t
30,-0.8788395061728396,0.0702283950617284,0.08185316537726896,a
31,1.8989382716049383,0.03319135802469142,0.008632288574921352,d
32,0.29400000000000004,0.11961111111111122,-0.0007098948745507291,e
33,-1.8418024691358026,0.18133950617283956,0.006323263050453103,s
34,-0.2368641975308643,0.26775925925925936,0.03910217810304328,t
35,-1.7800740740740741,-0.26310493827160486,0.02277102216824205,s
36,-0.7553827160493829,-0.053228395061728384,-0.05221722253081527,a
37,0.21992592592592564,0.008500000000000063,-0.11746888673417846,e
38,0.6643703703703703,-0.016191358024691294,-0.020653352440916276,r
39,0.4051111111111112,-0.028537037037037027,0.0436673288969158,e
40,1.2569629629629628,-0.053228395061728384,0.028400913565805253,e
41,-1.508469135802469,-0.0038456790123456708,-0.008581700996191302,c
42,1.133506172839506,0.10726543209876549,0.04807857210144233,e
43,0.12116049382716021,0.0702283950617284,-0.015494701116211575,e
44,-0.8541481481481483,-0.21372222222222215,-0.011361431017213515,a
45,-0.2739012345679013,0.3171419753086421,-0.053507306525188474,t
46,-1.2985925925925927,0.16899382716049394,-0.048306105464372806,c
47,0.8495555555555554,0.10726543209876549,0.06894479720896596,r
48,1.8372098765432097,0.057882716049382776,0.0260672988471774,d
49,0.6149876543209873,-0.25075925925925924,0.03058187939117568,r
50,-1.101061728395062,-0.053228395061728384,-0.014979954581323205,a
51,-0.26155555555555576,0.18133950617283956,0.02353872022691915,t
52,-1.4837777777777779,-0.065574074074074,-0.017349037121646545,c
53,1.5532592592592591,-0.11495679012345672,0.06387551192622608,d
54,1.108814814814815,-0.2384135802469135,-0.057785122899899524,e
55,-1.977604938271605,0.0702283950617284,-0.09541725032638215,s
56,-1.0393333333333334,0.19368518518518518,-0.054750237454446175,a
57,-0.6072345679012348,0.40356172839506177,-0.011600435362587123,t
58,1.6520246913580245,-0.21372222222222215,-0.017804955075940068,d
59,0.2816543209876543,-0.0038456790123456708,-0.007745016280387005,e
60,-1.0022962962962965,0.18133950617283956,-0.024727193719441654,a
61,-0.6442716049382717,0.3788703703703704,-0.026373260504551695,t
62,1.627333333333333,0.1566481481481482,0.05773863030859886,d
63,1.5038765432098766,-0.16433950617283943,-0.04134054196302617,d
64,-1.2615555555555558,0.10726543209876549,0.05753729404017362,c
65,-1.940567901234568,-0.12730246913580245,-0.01174117642710364,s
66,-1.4467407407407409,0.11961111111111122,0.0357367442225014,c
67,0.7014074074074075,0.08257407407407413,0.08575947298324868,r
68,0.5779506172839506,-0.0038456790123456708,0.05589884110120983,r
69,-0.2739012345679013,-0.028537037037037027,-0.030954873464828482,t
70,-0.631925925925926,0.0702283950617284,-0.12630587580404737,t
71,0.7014074074074075,-0.09026543209876536,0.026429913389748518,r
72,0.6890617283950617,-0.07791975308641974,0.07203891228395855,r
73,-1.3109382716049383,0.11961111111111122,0.02748424497128379,c
74,-0.2368641975308643,-0.21372222222222215,-0.0011627722537968647,t
75,-0.557851851851852,0.057882716049382776,-0.036270330625831314,t
76,1.5285679012345676,-0.22606790123456788,0.022013491451622458,d
77,1.1581975308641974,-0.20137654320987652,-0.09425405734986372,e
78,-0.24920987654321003,0.19368518518518518,-0.020597513408365086,t
79,-0.39735802469135817,0.20603086419753092,0.040323797869710874,t
80,-1.014641975308642,0.14430246913580247,-0.017748260113286073,a
81,-1.7306913580246914,-0.053228395061728384,-0.005878412282335585,s
82,-0.9529135802469137,-0.016191358024691294,-0.07285615133117529,a
83,-0.4961234567901236,-0.12730246913580245,0.063477162274229,t
84,-1.940567901234568,0.10726543209876549,-0.1495840977826848,s
85,-1.4714320987654324,0.13195679012345685,0.062267290644891116,c
86,-0.13809876543209887,0.20603086419753092,-0.029440525817750016,t
87,-0.6072345679012348,-0.1890308641975308,0.026664988086729985,t
88,-0.594888888888889,0.19368518518518518,-0.02823137145151002,t
89,-0.5455061728395063,0.0702283950617284,0.047735846678653326,t
90,1.7631358024691357,-0.11495679012345672,-0.0049505579431732075,d
91,1.0100493827160495,0.008500000000000063,0.03657206969395039,e
92,-0.8911851851851853,0.09491975308641976,0.036885091555724545,a
93,-0.6442716049382717,0.020845679012345686,0.05757609216798654,t
94,1.7384444444444442,-0.16433950617283943,-0.016645021372886728,d
95,-0.9158765432098765,-0.0038456790123456708,-0.04499023008448259,a
96,-1.4097037037037037,-0.16433950617283943,-0.0738423797758322,c
97,0.985358024691358,0.09491975308641976,0.07820672303007369,e
98,-0.24920987654321003,-0.11495679012345672,-0.0871739333395404,t
99,0.21992592592592564,-0.028537037037037027,-0.04009756331451583,e
100,1.8125185185185182,0.23072222222222227,-0.02495747702792937,d
101,-0.6072345679012348,-0.12730246913580245,-0.05974957064358495,t
102,0.13350617283950594,-0.1026111111111111,-0.04462742273417053,e
103,-0.5825432098765433,0.19368518518518518,-0.010554595818193726,t
104,1.824864197530864,0.020845679012345686,0.02504068316726625,d
105,-0.17513580246913585,-0.25075925925925924,-0.04656353367767546,t
106,1.8989382716049383,0.04553703703703704,0.037413516070422335,d
107,1.824864197530864,0.20603086419753092,-0.0037956795871725807,d
108,1.8989382716049383,-0.21372222222222215,-0.022795996030283927,d
109,0.676716049382716,-0.016191358024691294,0.028049776584173677,r
110,-1.8788395061728396,0.18133950617283956,0.08060918582427579,s
111,0.35572839506172826,0.057882716049382776,-0.020049361652750102,e
112,1.3063456790123458,0.10726543209876549,0.044102187456394756,e
113,-0.9282222222222223,0.11961111111111122,-0.06801575251674367,a
114,-0.5084691358024693,0.2924506172839506,0.03866876101002195,t
115,1.8495555555555554,0.11961111111111122,0.06614492727589719,d
116,-1.3109382716049383,0.08257407407407413,0.06508486574061231,c
117,-1.4220493827160494,-0.016191358024691294,-0.006612280949333544,c
118,-0.9529135802469137,0.19368518518518518,-0.05834020198778107,a
119,0.7137530864197528,-0.20137654320987652,-0.030841106793179626,r
120,1.2569629629629628,0.09491975308641976,-0.05813397643513582,e
121,-1.101061728395062,-0.13964814814814808,-0.0331897520434452,a
122,0.4668395061728394,0.04553703703703704,-0.021969914863721848,e
123,-1.3109382716049383,0.13195679012345685,0.09792178518298167,c
124,-0.5455061728395063,-0.1890308641975308,-0.025559421496549536,t
125,-0.6442716049382717,0.3665246913580248,-0.06823234789475587,t
126,1.2693086419753086,-0.21372222222222215,0.09389713723164508,e
127,-1.508469135802469,-0.028537037037037027,0.06829221686337901,c
128,-1.3479753086419755,-0.1890308641975308,0.006887221844228753,c
129,-1.7430370370370372,-0.1026111111111111,-0.0538975821675895,s
130,1.5038765432098766,-0.13964814814814808,-0.05302040385204544,d
131,1.0223950617283948,-0.1519938271604938,-0.0846053494672785,e
132,1.1581975308641974,0.16899382716049394,0.0071862247838779736,e
133,1.516222222222222,-0.053228395061728384,0.018860951088006863,d
134,-1.8911851851851853,0.1566481481481482,-0.06364300481477118,s
135,-1.4590864197530866,-0.016191358024691294,0.011190529747447633,c
136,-1.4220493827160494,0.18133950617283956,-0.049668652598123794,c
137,-1.0887160493827162,-0.053228395061728384,-0.004648362194382516,a
138,0.8248641975308639,0.14430246913580247,0.04425926386469807,r
139,0.75079012345679,0.16899382716049394,0.0009172977488783358,r
140,0.8742469135802469,0.10726543209876549,0.08388153130066145,r
141,1.0841234567901235,-0.065574074074074,-0.04280821328735303,e
142,-0.631925925925926,0.03319135802469142,-0.09151704473283861,t
143,0.6149876543209873,-0.16433950617283943,0.001163760710210268,r
144,-0.8911851851851853,0.057882716049382776,-0.023951271840505203,a
145,-1.372666666666667,-0.2384135802469135,0.010149005473843769,c
146,-0.3726666666666667,-0.21372222222222215,0.05696708660693514,t
147,1.0223950617283948,0.04553703703703704,0.07983026979588224,e
148,0.44214814814814796,-0.1890308641975308,0.03248820794633401,e
149,0.2816543209876543,-0.053228395061728384,0.027587466432540838,e
150,-1.3479753086419755,-0.16433950617283943,0.013951776731341832,c
151,0.9730123456790123,-0.09026543209876536,-0.10004318863933143,e
152,-0.08871604938271593,0.13195679012345685,-0.0947355568488863,t
153,-0.10106172839506167,-0.22606790123456788,0.1396006048596272,t
154,-0.7553827160493829,-0.09026543209876536,0.0761569766077164,a
